Sm. centerbody
     0.306379    0.035928
     0.292091    0.040403
     0.276572    0.043281
     0.260271    0.044643
     0.244398    0.044838
     0.229266    0.044853
     0.214636    0.044868
     0.200309    0.044882
     0.186308    0.044896
     0.172741    0.044909
     0.159679    0.044922
     0.147207    0.044935
     0.135400    0.044946
     0.124289    0.044957
     0.113904    0.044968
     0.104152    0.044994
     0.094965    0.044781
     0.086348    0.044345
     0.078293    0.043706
     0.070801    0.042885
     0.063862    0.041904
     0.057464    0.040787
     0.051593    0.039561
     0.046229    0.038246
     0.041346    0.036865
     0.036911    0.035437
     0.032897    0.033980
     0.029262    0.032504
     0.025974    0.031020
     0.022996    0.029533
     0.020297    0.028047
     0.017845    0.026562
     0.015615    0.025079
     0.013583    0.023594
     0.011727    0.022103
     0.010030    0.020601
     0.008477    0.019080
     0.007055    0.017533
     0.005755    0.015947
     0.004569    0.014306
     0.003490    0.012591
     0.002516    0.010766
     0.001647    0.008775
     0.000889    0.006496
     0.000261    0.003555
     0.000000    0.000000
     0.000261   -0.003555
     0.000889   -0.006496
     0.001647   -0.008775
     0.002516   -0.010766
     0.003490   -0.012591
     0.004569   -0.014306
     0.005755   -0.015947
     0.007055   -0.017533
     0.008477   -0.019080
     0.010030   -0.020601
     0.011727   -0.022103
     0.013583   -0.023594
     0.015615   -0.025079
     0.017845   -0.026562
     0.020297   -0.028047
     0.022996   -0.029533
     0.025974   -0.031020
     0.029262   -0.032504
     0.032897   -0.033980
     0.036911   -0.035437
     0.041346   -0.036865
     0.046229   -0.038246
     0.051593   -0.039561
     0.057464   -0.040787
     0.063862   -0.041904
     0.070801   -0.042885
     0.078293   -0.043706
     0.086348   -0.044345
     0.094965   -0.044781
     0.104152   -0.044994
     0.113904   -0.044968
     0.124289   -0.044957
     0.135400   -0.044946
     0.147207   -0.044935
     0.159679   -0.044922
     0.172741   -0.044909
     0.186308   -0.044896
     0.200309   -0.044882
     0.214636   -0.044868
     0.229266   -0.044853
     0.244398   -0.044838
     0.260271   -0.044643
     0.276572   -0.043281
     0.292091   -0.040403
     0.306379   -0.035928
