Sm. Duct Wall
     0.299834    0.140003
     0.296538    0.141140
     0.290681    0.143120
     0.283800    0.145382
     0.276163    0.147814
     0.268077    0.150298
     0.259758    0.152761
     0.251320    0.155162
     0.242819    0.157485
     0.234279    0.159722
     0.225715    0.161868
     0.217133    0.163920
     0.208539    0.165876
     0.199938    0.167734
     0.191334    0.169490
     0.182733    0.171141
     0.174137    0.172683
     0.165554    0.174113
     0.156989    0.175426
     0.148451    0.176615
     0.139955    0.177676
     0.131521    0.178603
     0.123194    0.179385
     0.115045    0.180000
     0.107039    0.180408
     0.099133    0.180611
     0.091315    0.180605
     0.083593    0.180388
     0.075980    0.179954
     0.068501    0.179303
     0.061186    0.178432
     0.054081    0.177346
     0.047251    0.176057
     0.040780    0.174587
     0.034768    0.172974
     0.029314    0.171274
     0.024489    0.169547
     0.020314    0.167847
     0.016755    0.166212
     0.013745    0.164660
     0.011202    0.163196
     0.009050    0.161811
     0.007224    0.160498
     0.005672    0.159243
     0.004351    0.158036
     0.003234    0.156866
     0.002298    0.155724
     0.001531    0.154605
     0.000922    0.153503
     0.000470    0.152419
     0.000169    0.151355
     0.000018    0.150324
     0.000009    0.149315
     0.000152    0.148278
     0.000473    0.147238
     0.000984    0.146216
     0.001686    0.145235
     0.002572    0.144302
     0.003640    0.143422
     0.004891    0.142589
     0.006338    0.141798
     0.008004    0.141042
     0.009925    0.140315
     0.012150    0.139612
     0.014748    0.138931
     0.017811    0.138272
     0.021452    0.137641
     0.025800    0.137047
     0.030974    0.136513
     0.037040    0.136063
     0.043966    0.135720
     0.051627    0.135497
     0.059855    0.135389
     0.068499    0.135378
     0.077444    0.135443
     0.086603    0.135558
     0.095908    0.135701
     0.105274    0.135851
     0.114624    0.135987
     0.123938    0.136105
     0.133248    0.136252
     0.142593    0.136430
     0.151982    0.136629
     0.161410    0.136843
     0.170865    0.137064
     0.180326    0.137286
     0.189779    0.137503
     0.199220    0.137712
     0.208645    0.137909
     0.218059    0.138091
     0.227462    0.138259
     0.236856    0.138410
     0.246235    0.138544
     0.255579    0.138662
     0.264830    0.138765
     0.273851    0.138852
     0.282360    0.138926
     0.289951    0.138985
     0.296292    0.139033
     0.299801    0.139058
