Duct Wall
     1.036316    0.377792
     1.025702    0.382525
     1.006828    0.390802
     0.984636    0.400315
     0.959982    0.410607
     0.933854    0.421206
     0.906944    0.431801
     0.879624    0.442226
     0.852068    0.452410
     0.824361    0.462317
     0.796545    0.471931
     0.768644    0.481240
     0.740676    0.490232
     0.712655    0.498900
     0.684594    0.507230
     0.656511    0.515211
     0.628415    0.522831
     0.600329    0.530072
     0.572270    0.536919
     0.544265    0.543350
     0.516359    0.549342
     0.488622    0.554867
     0.461197    0.559886
     0.434318    0.564293
     0.407851    0.567976
     0.381655    0.570945
     0.355695    0.573197
     0.329990    0.574718
     0.304584    0.575492
     0.279557    0.575500
     0.255014    0.574734
     0.231106    0.573192
     0.208052    0.570894
     0.186137    0.567893
     0.165703    0.564286
     0.147099    0.560226
     0.130577    0.555891
     0.116219    0.551458
     0.103926    0.547063
     0.093478    0.542786
     0.084609    0.538661
     0.077062    0.534689
     0.070617    0.530857
     0.065096    0.527142
     0.060361    0.523517
     0.056311    0.519956
     0.052873    0.516438
     0.049998    0.512943
     0.047658    0.509462
     0.045840    0.505993
     0.044533    0.502549
     0.043733    0.499167
     0.043408    0.495820
     0.043584    0.492336
     0.044347    0.488787
     0.045746    0.485246
     0.047792    0.481783
     0.050464    0.478430
     0.053753    0.475195
     0.057666    0.472067
     0.062242    0.469020
     0.067555    0.466026
     0.073720    0.463053
     0.080905    0.460073
     0.089335    0.457057
     0.099315    0.453979
     0.111221    0.450824
     0.125487    0.447591
     0.142514    0.444314
     0.162525    0.441056
     0.185425    0.437906
     0.210798    0.434938
     0.238091    0.432189
     0.266792    0.429643
     0.296511    0.427259
     0.326962    0.424982
     0.357901    0.422754
     0.389044    0.420529
     0.420134    0.418266
     0.451095    0.415950
     0.482053    0.413734
     0.513138    0.411608
     0.544373    0.409544
     0.575741    0.407516
     0.607202    0.405502
     0.638682    0.403490
     0.670138    0.401464
     0.701547    0.399415
     0.732903    0.397330
     0.764216    0.395202
     0.795490    0.393026
     0.826726    0.390799
     0.857909    0.388520
     0.888972    0.386199
     0.919723    0.383851
     0.949701    0.381521
     0.977979    0.379293
     1.003202    0.377286
     1.024274    0.375600
     1.035932    0.374664
